Filename,Start,End,Type,Surface
test.txt,107,108,LOC,"جزر ماديرا"
test.txt,110,110,PER,"رونالدو"
test.txt,119,119,ORG,"الفيفا"
test.txt,128,130,ORG,"نادي مانشستر يونايتد"
test.txt,138,140,ORG,"نادي ريال مدريد"
test.txt,145,145,MIS,"يورو"
test.txt,161,162,PER,"كرستيانو رونالدو"
test.txt,171,171,LOC,"ماديرا"
test.txt,173,174,PER,"كريستيانو رونادو"
test.txt,184,184,PER,"وكريستانو"
test.txt,187,188,ORG,"مانشستر يونايتد"
test.txt,196,197,ORG,"ريال مدريد"
test.txt,204,205,ORG,"نادي بورتو"
test.txt,207,207,ORG,"بوافيستا"
test.txt,248,249,ORG,"نادي مورييرينس"
test.txt,280,281,ORG,"فريق بوافيستا"
test.txt,297,297,PER,"رونالدو"
test.txt,305,305,LOC,"لندن"
test.txt,310,310,PER,"رونالدو"
test.txt,321,321,LOC,"مانشستر"
test.txt,322,322,LOC,"وفولهام"
test.txt,351,352,PER,"كريستيانو رونالدو"
test.txt,354,355,ORG,"نادي برشلونة"
test.txt,368,369,PER,"منصور البلوي"
test.txt,371,373,ORG,"نادي الاتحاد السعودي"
test.txt,376,377,ORG,"لفريق برشلونة"
test.txt,382,383,PER,"لكرستيانو رونالدو"
test.txt,391,392,PER,"واين روني"
test.txt,395,396,LOC,"إنجلترا والبرتغال"
test.txt,416,416,LOC,"بإنجلترا"
test.txt,418,418,PER,"رونالدو"
test.txt,427,427,PER,"روني"
test.txt,434,435,PER,"ريكاردو كارفاليو"
test.txt,440,441,PER,"كريستيانو رونالدو"
test.txt,443,443,PER,"روني"
test.txt,456,457,PER,"واين روني"
test.txt,463,463,PER,"رونالدو"
test.txt,480,480,PER,"رونالدو"
test.txt,498,498,PER,"رونالدو"
test.txt,505,508,ORG,"فريق شباب سبورتنغ لشبونة"
test.txt,514,514,LOC,"الكوشيتي"
test.txt,540,542,ORG,"نادي سبورتنغ لشبونة"
test.txt,545,545,PER,"رونالدو"
test.txt,567,568,LOC,"جزر ماديرا"
test.txt,571,571,LOC,"الكوشيتي"
test.txt,580,582,ORG,"نادي سبورتنغ لشبونة"
test.txt,584,585,ORG,"نادي موريرينس"
test.txt,587,587,PER,"رونالدو"
test.txt,593,593,PER,"رونالدو"
test.txt,595,596,ORG,"منتخب البرتغال"
test.txt,605,606,ORG,"الإتحاد الاوربي"
test.txt,612,612,PER,"رونالدو"
test.txt,621,621,PER,"رونالدو"
test.txt,628,628,LOC,"أوروبا"
test.txt,630,630,LOC,"ليفربول"
test.txt,632,632,ORG,"يوفنتوس"
test.txt,638,638,PER,"رونالدو"
test.txt,643,644,ORG,"لنادي ليفربول"
test.txt,645,646,PER,"جيرار اوييه"
test.txt,652,652,PER,"رونالدو"
test.txt,661,661,PER,"رونالدو"
test.txt,672,672,PER,"رونالدو"
test.txt,693,695,ORG,"نادي ارسنال الانجليزي"
test.txt,708,709,ORG,"لسبورتنج لشبونة"
test.txt,711,712,ORG,"مانشستر يونايتد"
test.txt,714,714,PER,"رونالدو"
test.txt,718,719,ORG,"لنادي مانشستر"
test.txt,720,721,PER,"أليكس فيرغسون"
test.txt,724,725,ORG,"سبورتينغ لشبونة"
test.txt,727,728,ORG,"مانشستر يونايتد"
test.txt,735,736,LOC,"ملعب الفالادي"
test.txt,738,738,LOC,"لشبونة"
test.txt,741,741,PER,"رونالدو"
test.txt,746,747,ORG,"مانشتر يونايتد"
test.txt,765,765,LOC,"المانشتر"
test.txt,768,768,PER,"رونالدو"
test.txt,775,775,PER,"فيرغسون"
test.txt,792,793,PER,"كرستيانو رونالدو"
test.txt,801,801,LOC,"مانشستر"
test.txt,803,804,PER,"جون اوشي"
test.txt,820,820,PER,"رونالدو"
test.txt,821,821,PER,"اوشي"
test.txt,833,833,PER,"فيرجسون"
test.txt,846,846,PER,"رونالدو"
test.txt,870,870,PER,"بيكهام"
test.txt,872,872,PER,"رونالدو"
test.txt,875,875,PER,"كيروش"
test.txt,879,879,ORG,"ريالمدريد"
test.txt,881,881,PER,"رونالدو"
test.txt,885,885,MIS,"يورو"
test.txt,892,892,PER,"رونالدو"
test.txt,901,902,ORG,"ريال مدريد"
test.txt,908,908,PER,"كريستيانو"
test.txt,919,919,PER,"رونالدو"
test.txt,921,922,PER,"دينيس افيرو"
test.txt,933,934,ORG,"منتخب البرتغال"
test.txt,936,938,MIS,"تصفيات كأس العالم"
test.txt,941,942,ORG,"منتخب روسيا"
test.txt,948,949,ORG,"نادي مانشستر"
test.txt,968,968,PER,"رونالدو"
test.txt,972,972,LOC,"مانشستر"
test.txt,974,976,ORG,"نادي مانشستر ديربي"
test.txt,983,983,LOC,"مانشستر"
test.txt,988,989,ORG,"نادي فياريال"
test.txt,991,993,MIS,"دوري أبطال أوروبا"
test.txt,1001,1001,PER,"رونالدو"
test.txt,1033,1033,PER,"لرونالدو"
test.txt,1039,1040,PER,"ميرش روميرو"
test.txt,1045,1045,PER,"رونالدو"
test.txt,1053,1053,PER,"رونالدو"
test.txt,1071,1073,MIS,"تصفيات كأس العالم"
test.txt,1076,1076,PER,"رونالدو"
test.txt,1078,1078,LOC,"إندونيسيا"
test.txt,1083,1083,MIS,"التسونامي"
test.txt,1086,1088,MIS,"زلزال المحيط الهندي"
test.txt,1094,1095,PER,"يوسف كالا"
test.txt,1097,1098,LOC,"تيمور الشرقية"
test.txt,1099,1100,PER,"شنانا غوسماو"
test.txt,1110,1111,MIS,"دولار أمريكي"
test.txt,1132,1133,ORG,"منتخب البرتغال"
test.txt,1142,1142,PER,"رونالدو"
test.txt,1149,1150,MIS,"جنيه إسترليني"
test.txt,1154,1154,PER,"مانشستر"
test.txt,1159,1160,ORG,"لريال مدريد"
test.txt,1166,1167,ORG,"مانتشتر ستي"
test.txt,1174,1174,MIS,"يورو"
test.txt,1177,1178,PER,"كرستيانو رونالدو"
test.txt,1185,1185,MIS,"يورو"
test.txt,1192,1193,ORG,"مانتشستر يونايتد"
test.txt,1195,1196,PER,"أليكس فيرغسون"
test.txt,1205,1206,PER,"ديفيد بيكهام"
test.txt,1208,1209,ORG,"ريال مدريد"
test.txt,1213,1213,PER,"رونالدو"
test.txt,1217,1217,LOC,"لمانشستر"
test.txt,1227,1228,MIS,"جنيه إسترليني"
test.txt,1234,1234,LOC,"مانشستر"
test.txt,1244,1245,ORG,"بولتون واندررز"
test.txt,1253,1253,LOC,"مانتشستر"
test.txt,1267,1268,LOC,"أولد ترافورد"
test.txt,1277,1277,ORG,"بولتون"
test.txt,1281,1281,PER,"رونالدو"
test.txt,1297,1299,PER,"رود فان نستلروي"
test.txt,1319,1319,LOC,"مانشستر"
test.txt,1329,1329,PER,"رونالدو"
test.txt,1348,1348,LOC,"المانشستر"
test.txt,1358,1359,PER,"جورج بيست"
test.txt,1366,1366,PER,"رونالدو"
test.txt,1382,1383,PER,"جورج بست"
test.txt,1385,1386,PER,"براين روبسون"
test.txt,1388,1389,PER,"اريك كانتونا"
test.txt,1391,1392,PER,"ديفيد بيكهام"
test.txt,1396,1396,PER,"رونالدو"
test.txt,1413,1414,ORG,"مانشستر سيتي"
test.txt,1418,1420,ORG,"الإتحادالاوربي لكرة القدم"
test.txt,1430,1430,ORG,"بنفيكا"
test.txt,1439,1441,MIS,"دوري أبطال أوروبا"
test.txt,1450,1451,ORG,"لمنتخب البرتغال"
test.txt,1453,1454,ORG,"منتخب لوكسمبورغ"
test.txt,1458,1458,PER,"رونالدو"
test.txt,1483,1483,PER,"رونالدو"
test.txt,1490,1491,ORG,"نادي مانشستر"
test.txt,1493,1495,MIS,"الدوري الإنكليزي الممتاز"
test.txt,1498,1498,PER,"رونالدو"
test.txt,1504,1504,LOC,"مانشستر"
test.txt,1511,1512,ORG,"منتخب البرتغال"
test.txt,1516,1519,MIS,"نهائي كأس الأمم الأوروبية"
test.txt,1524,1524,LOC,"اليونان"
test.txt,1530,1530,LOC,"البرتغال"
test.txt,1533,1534,ORG,"منتخب البرتغال"
test.txt,1543,1544,ORG,"منتخب اليونان"
test.txt,1547,1547,PER,"رونالدو"
test.txt,1552,1556,ORG,"فريق كرة القدم الأولمبي البرتغالي"
test.txt,1577,1577,PER,"رونالدو"
test.txt,1589,1592,MIS,"دورة الألعاب الأولمبية بأثينا"
test.txt,1595,1596,ORG,"منتخب العراق"
test.txt,1601,1601,LOC,"البرتغال"
test.txt,1609,1609,LOC,"البرتغال"
test.txt,1613,1613,PER,"رونالدو"
test.txt,1625,1626,PER,"يونس محمود"
test.txt,1647,1647,PER,"لرونالدو"
test.txt,1649,1650,ORG,"منتخب البرتغال"
test.txt,1655,1656,ORG,"منتخب كازاخستان"
test.txt,1662,1662,PER,"رونالدو"
test.txt,1664,1664,LOC,"البرتغال"
test.txt,1673,1673,LOC,"اليونان"
test.txt,1679,1682,MIS,"لبطولة كأس الأمم الأوروبية"
test.txt,1698,1700,LOC,"جمهورية مصر العربية"
test.txt,1705,1705,LOC,"البرتغال"
test.txt,1707,1709,MIS,"بطولة كأس العالم"
test.txt,1712,1712,LOC,"إيران"
test.txt,1714,1714,LOC,"أنغولا"
test.txt,1716,1716,LOC,"المكسيك"
test.txt,1721,1721,PER,"رونالدو"
test.txt,1727,1727,LOC,"إيران"
test.txt,1736,1737,ORG,"المنتخب البرتغالي"
test.txt,1744,1745,ORG,"منتخب هولندا"
test.txt,1762,1763,PER,"خالد بولحروز"
test.txt,1767,1767,LOC,"البرتغال"
test.txt,1787,1788,ORG,"منتخب البرتغال"
test.txt,1808,1808,PER,"رونالدو"
test.txt,1820,1820,LOC,"إنجلترا"
test.txt,1832,1833,PER,"واين روني"
test.txt,1837,1838,PER,"واين روني"
test.txt,1841,1842,PER,"ريكاردو كارفاليو"
test.txt,1845,1846,PER,"كريستيانو رونالدو"
test.txt,1861,1863,ORG,"نادي مانشستر يونايتد"
test.txt,1872,1873,ORG,"منتخب البرتغال"
test.txt,1881,1882,ORG,"المنتخب الفرنسي"
test.txt,1892,1893,ORG,"منتخب البرتغال"
test.txt,1898,1899,ORG,"منتخب ألمانيا"
test.txt,1912,1913,ORG,"منتخب ألمانيا"
test.txt,1928,1929,PER,"كريستيانو رونالدو"
test.txt,1933,1934,PER,"لوكاس بودولسكي"
test.txt,1937,1938,PER,"لويس فالنسيا"
test.txt,1949,1950,PER,"لوكاس بودولسكي"
test.txt,1961,1961,PER,"رونالدو"
test.txt,1977,1978,PER,"واين روني"
test.txt,1989,1989,PER,"روني"
test.txt,1994,1994,PER,"رونالدو"
test.txt,2005,2005,LOC,"مانشستر"
test.txt,2023,2024,ORG,"ريال مدريد"
test.txt,2029,2030,MIS,"الدوري الإسباني"
test.txt,2043,2043,PER,"رونالدو"
test.txt,2088,2088,PER,"رونالدو"
test.txt,2111,2112,ORG,"منتخب إنجلترا"
test.txt,2141,2141,PER,"رونالدو"
test.txt,2145,2145,LOC,"بأسبانيا"
test.txt,2157,2159,ORG,"نادي مانشستر يونايتد"
test.txt,2180,2180,LOC,"مانشستر"
test.txt,2188,2189,PER,"أليكس فيرجسون"
test.txt,2211,2211,PER,"رونالدو"
test.txt,2217,2218,ORG,"مانشستر يونايتد"
test.txt,2223,2224,PER,"لويس ساها"
test.txt,2231,2231,LOC,"لمانشستر"
test.txt,2236,2238,MIS,"دوري أبطال أوروبا"
test.txt,2246,2247,ORG,"ريال مدريد"
test.txt,2258,2258,MIS,"يورو"
test.txt,2260,2260,PER,"رونالدو"
test.txt,2262,2264,PER,"انتونيو دي نتالي"
test.txt,2266,2266,ORG,"اودينيزي"
test.txt,2289,2289,LOC,"الصين"
test.txt,2291,2291,LOC,"آسيا"
test.txt,2293,2294,LOC,"غرب آسيا"
test.txt,2296,2297,LOC,"شمال إفريقيا"
test.txt,2300,2300,LOC,"الأندلس"
test.txt,2318,2321,PER,"محمد بن عبد الله"
test.txt,2324,2325,LOC,"الدولة الإسلامية"
test.txt,2326,2327,LOC,"بالمدينة المنورة"
test.txt,2329,2330,LOC,"الدولة الأموية"
test.txt,2332,2332,LOC,"دمشق"
test.txt,2337,2337,LOC,"الصين"
test.txt,2340,2340,LOC,"البرانس"
test.txt,2341,2342,LOC,"شمال الاندلس"
test.txt,2343,2344,LOC,"وفالدولة العباسية"
test.txt,2350,2351,LOC,"الدول الإسلامية"
test.txt,2359,2359,PER,"السلاجقة"
test.txt,2361,2361,PER,"البويهيين"
test.txt,2364,2364,LOC,"المغرب"
test.txt,2365,2365,PER,"الأدارسة"
test.txt,2367,2367,PER,"المرابطون"
test.txt,2369,2369,PER,"الموحدون"
test.txt,2372,2372,LOC,"الشام"
test.txt,2373,2373,PER,"الحمدانيون"
test.txt,2375,2375,PER,"الزنكيون"
test.txt,2380,2380,LOC,"مصر"
test.txt,2381,2381,PER,"الفاطميون"
test.txt,2383,2383,LOC,"الشام"
test.txt,2384,2384,LOC,"ومصر"
test.txt,2387,2387,PER,"الايوبيون"
test.txt,2389,2389,PER,"المماليك"
test.txt,2392,2393,LOC,"الإمبراطورية العثمانية"
test.txt,2437,2440,PER,"محمد بن عبد الله"
test.txt,2450,2450,PER,"المسلمين"
test.txt,2466,2467,LOC,"المدينة المنورة"
test.txt,2473,2473,LOC,"المدينة"
test.txt,2480,2480,PER,"المسلمين"
test.txt,2482,2482,PER,"مهاجرين"
test.txt,2484,2484,PER,"أنصار"
test.txt,2493,2493,PER,"اليهود"
test.txt,2495,2495,LOC,"المدينة"
test.txt,2607,2607,PER,"شيوعيين"
test.txt,2634,2634,PER,"العلمانيون"
test.txt,2699,2699,PER,"العرب"
test.txt,2733,2736,PER,"محمد بن عبد الله"
test.txt,2767,2767,PER,"السنة"
test.txt,2778,2778,PER,"معاوية"
test.txt,2795,2795,PER,"السنة"
test.txt,2797,2797,PER,"الجماعة"
test.txt,2800,2800,PER,"معاوية"
test.txt,2804,2804,PER,"علي"
test.txt,2808,2808,PER,"علي"
test.txt,2820,2820,PER,"الشيعة"
test.txt,2825,2825,PER,"علي"
test.txt,2831,2831,PER,"المؤمنين"
test.txt,2835,2838,PER,"محمد بن عبد الله"
test.txt,2846,2846,PER,"السنة"
test.txt,2854,2854,PER,"المسلمون"
test.txt,2862,2864,PER,"عبد العزيز الدوري"
test.txt,2912,2912,PER,"الدوري"
test.txt,2918,2919,PER,"عابد الجابري"
test.txt,2960,2961,LOC,"الجزيرة العربية"
test.txt,2968,2968,PER,"الأعراب"
test.txt,2970,2971,PER,"البدو الرحل"
test.txt,2974,2974,PER,"المدنيين"
test.txt,3020,3020,LOC,"مكة"
test.txt,3024,3024,PER,"العرب"
test.txt,3031,3032,LOC,"البيت الحرام"
test.txt,3035,3035,PER,"إيراهيم"
test.txt,3042,3042,PER,"محمد"
test.txt,3057,3058,LOC,"المدينة المنورة"
test.txt,3069,3070,PER,"الأقلية اليهودية"
test.txt,3074,3074,LOC,"المدينة"
test.txt,3079,3079,PER,"المسلمون"
test.txt,3087,3087,LOC,"مكة"
test.txt,3095,3095,PER,"العرب"
test.txt,3100,3100,LOC,"الكعبة"
test.txt,3122,3123,LOC,"فالجزيرة العربية"
test.txt,3163,3163,PER,"المسلمون"
test.txt,3168,3168,PER,"الساسانيين"
test.txt,3171,3172,LOC,"بلاد الشام"
test.txt,3177,3180,PER,"محمد بن عبد الله"
test.txt,3187,3187,PER,"للمسلمين"
test.txt,3217,3217,PER,"المسلمين"
test.txt,3237,3237,PER,"الشيعة"
test.txt,3239,3239,PER,"السنة"
test.txt,3246,3250,PER,"علي بن أبي طالب يرون"
test.txt,3252,3252,PER,"عليا"
test.txt,3269,3270,PER,"وأبو بكر"
test.txt,3277,3277,PER,"خديجة"
test.txt,3285,3286,PER,"ابن كثير"
test.txt,3301,3301,PER,"فالأنصار"
test.txt,3309,3309,PER,"المهاجرين"
test.txt,3316,3316,PER,"المهاجرون"
test.txt,3329,3329,PER,"قريش"
test.txt,3336,3337,PER,"بني ساعدة"
test.txt,3340,3342,PER,"أبي بكر خليفة"
test.txt,3346,3347,PER,"أبو بكر"
test.txt,3356,3359,PER,"محمد بن عبد الله"
test.txt,3363,3364,PER,"القبائل العربية"
test.txt,3377,3377,LOC,"المدينة"
test.txt,3401,3402,LOC,"الجزيرة العربية"
test.txt,3406,3407,PER,"أبو بكر"
test.txt,3432,3432,MIS,"الردة"
test.txt,3438,3439,PER,"أبي بكر"
test.txt,3450,3450,MIS,"الردة"
test.txt,3455,3455,LOC,"المدينة"
test.txt,3469,3470,PER,"أبي بكر"
test.txt,3476,3478,PER,"عمر بن الخطاب"
test.txt,3486,3488,PER,"عمر بن الخطاب"
test.txt,3504,3505,LOC,"بلاد الشام"
test.txt,3508,3509,LOC,"بلاد الرافدين"
test.txt,3512,3512,LOC,"مصر"
test.txt,3521,3522,LOC,"بلاد الشام"
test.txt,3524,3524,LOC,"العراق"
test.txt,3526,3526,LOC,"مصر"
test.txt,3530,3530,PER,"المسلمون"
test.txt,3535,3537,PER,"عمر بن الخطاب"
test.txt,3540,3540,PER,"البيزنطيين"
test.txt,3543,3544,MIS,"ذات الصواري"
test.txt,3551,3552,LOC,"الدولة الإسلامية"
test.txt,3572,3573,LOC,"المدينة المنورة"
test.txt,3595,3595,PER,"عمر"
test.txt,3604,3607,PER,"ابن عمرو بن العاص"
test.txt,3609,3609,PER,"القبطي"
test.txt,3622,3623,LOC,"الدولة الساسانية"
test.txt,3630,3630,PER,"الفرس"
test.txt,3634,3635,PER,"ابن الخطاب"
test.txt,3640,3641,PER,"أبو لؤلؤة"
test.txt,3646,3647,PER,"ابن الخطاب"
test.txt,3675,3675,PER,"عمر"
test.txt,3709,3709,PER,"المسلمين"
test.txt,3720,3723,PER,"علي بن أبي طالب"
test.txt,3728,3730,PER,"عثمان بن عفان"
test.txt,3738,3738,LOC,"المدينة"
test.txt,3741,3744,PER,"عبد الرحمن بن عوف"
test.txt,3749,3751,PER,"عثمان بن عفان"
test.txt,3774,3776,PER,"ابن أبي طالب"
test.txt,3785,3786,PER,"ابن عفان"
test.txt,3809,3811,PER,"عثمان بن عفان"
test.txt,3841,3842,ORG,"الجيوش الإسلامية"
test.txt,3844,3845,LOC,"شمال إفريقيا"
test.txt,3847,3848,LOC,"آسيا الوسطى"
test.txt,3862,3862,LOC,"العراق"
test.txt,3864,3864,LOC,"مصر"
test.txt,3891,3892,ORG,"جيوش إسلامية"
test.txt,3913,3913,PER,"عثمان"
test.txt,3922,3923,PER,"بني أمية"
test.txt,3938,3938,PER,"عثمان"
test.txt,3945,3945,PER,"بالمسلمين"
test.txt,3950,3950,PER,"المؤمنين"
test.txt,3951,3954,PER,"علي بن أبي طالب"
test.txt,3961,3961,LOC,"المدينة"
test.txt,3966,3967,LOC,"الدولة الإسلامية"
test.txt,3970,3970,PER,"عثمان"
test.txt,3977,3980,PER,"معاوية بن أبي سفيان"
test.txt,3987,3987,PER,"عثمان"
test.txt,3994,3997,PER,"معاوية بن أبي سفيان"
test.txt,4000,4000,PER,"علي"
test.txt,4007,4008,LOC,"بلاد الشام"
test.txt,4013,4013,LOC,"دمشق"
test.txt,4024,4027,PER,"علي بن أبي طالب"
test.txt,4034,4034,LOC,"الكوفة"
test.txt,4041,4042,LOC,"المدينة المنورة"
test.txt,4051,4054,PER,"طلحة بن عبيد الله"
test.txt,4056,4058,PER,"الزبير بن عوام"
test.txt,4061,4061,PER,"عائشة"
test.txt,4064,4064,MIS,"الجمل"
test.txt,4076,4076,PER,"علي"
test.txt,4081,4081,LOC,"الشام"
test.txt,4085,4088,PER,"معاوية بن أبي سفيان"
test.txt,4091,4091,MIS,"صفين"
test.txt,4101,4101,PER,"معاوية"
test.txt,4103,4103,PER,"علي"
test.txt,4115,4117,PER,"أبو موسى الأشعري"
test.txt,4119,4121,PER,"عمرو بن العاص"
test.txt,4128,4131,ORG,"جيش ابن أبي طالب"
test.txt,4135,4135,PER,"بالخوارج"
test.txt,4139,4139,PER,"المسلمين"
test.txt,4143,4143,PER,"الخوارج"
test.txt,4148,4148,PER,"علي"
test.txt,4158,4158,MIS,"النهروان"
test.txt,4170,4171,PER,"أبو ملجم"
test.txt,4188,4188,MIS,"الردة"
test.txt,4197,4197,PER,"محمد"
test.txt,4201,4201,PER,"العرب"
test.txt,4209,4210,PER,"أبي بكر"
test.txt,4214,4214,LOC,"بالمدينة"
test.txt,4218,4218,LOC,"المدينة"
test.txt,4220,4220,LOC,"ومكة"
test.txt,4222,4222,LOC,"والطائف"
test.txt,4228,4230,PER,"أبو بكر الصديق"
test.txt,4233,4233,PER,"المرتدين"
test.txt,4255,4256,ORG,"الجيوش الإسلامية"
test.txt,4258,4261,PER,"عكرمة بن أبي جهل"
test.txt,4263,4265,PER,"لقيط بن مالك"
test.txt,4277,4279,PER,"خالد بن الوليد"
test.txt,4281,4282,PER,"مسيلمة الكذاب"
test.txt,4286,4286,PER,"خالد"
test.txt,4288,4288,PER,"مسيلمة"
test.txt,4291,4291,MIS,"اليمامة"
test.txt,4299,4299,PER,"المسلمون"
test.txt,4306,4309,PER,"معاوية بن أبي سفيان"
test.txt,4314,4315,LOC,"للدولة الأموية"
test.txt,4324,4325,LOC,"وسط آسيا"
test.txt,4326,4326,LOC,"والصين"
test.txt,4328,4329,LOC,"وسط أوروبا"
test.txt,4331,4331,LOC,"فرنسا"
test.txt,4334,4334,LOC,"دمشق"
test.txt,4339,4342,PER,"معاوية بن أبي سفيان"
test.txt,4360,4361,LOC,"البلاد الإسلامية"
test.txt,4364,4364,LOC,"دمشق"
test.txt,4384,4384,LOC,"تركيا"
test.txt,4390,4390,LOC,"القسطنطينية"
test.txt,4392,4392,PER,"معاوية"
test.txt,4396,4396,PER,"المسلمين"
test.txt,4409,4409,PER,"يزيد"
test.txt,4419,4421,LOC,"الدولة الإسلامية الاموية"
test.txt,4429,4431,PER,"مروان بن الحكم"
test.txt,4434,4434,PER,"التمر"
test.txt,4439,4439,PER,"الخارجين"
test.txt,4443,4443,PER,"الزبير"
test.txt,4449,4452,PER,"الحجاج بن يوسف الثقفي"
test.txt,4458,4459,PER,"ابن الزبير"
test.txt,4462,4463,PER,"ابن الزبير"
test.txt,4477,4480,PER,"عبد الله بن عمر"
test.txt,4486,4487,PER,"بني أمية"
test.txt,4494,4495,LOC,"الدولة الإسلامية"
test.txt,4500,4502,PER,"مروان بن الحكم"
test.txt,4505,4508,PER,"عبد الملك بن مروان"
test.txt,4515,4515,LOC,"بدمشق"
test.txt,4546,4549,PER,"عبد الملك بن مروان"
test.txt,4557,4557,LOC,"دمشق"
test.txt,4560,4561,LOC,"البلاد الإسلامية"
test.txt,4569,4570,LOC,"الدولة الاموية"
test.txt,4590,4590,LOC,"دمشق"
test.txt,4600,4601,LOC,"البلاد الإسلامية"
test.txt,4605,4608,PER,"عبد الملك بن مروان"
test.txt,4611,4614,PER,"الوليد بن عبد الملك"
test.txt,4618,4619,LOC,"الدولة الاموية"
test.txt,4638,4639,LOC,"بلاد الأندلس"
test.txt,4645,4646,LOC,"الدولة الاموية"
test.txt,4656,4657,LOC,"للمدن الإسلامية"
test.txt,4664,4667,PER,"الوليد بن عبد الملك"
test.txt,4669,4669,PER,"سليمان"
test.txt,4679,4686,PER,"عمر بن عبد العزيز بن مراون بن الحكم"
test.txt,4690,4690,PER,"سليمان"
test.txt,4694,4697,PER,"عمر بن عبد العزيز"
test.txt,4724,4725,PER,"بني أميه"
test.txt,4739,4739,PER,"عمر"
test.txt,4743,4746,PER,"عمر بن عبد العزيز"
test.txt,4754,4757,PER,"عمر بن عبد العزيز"
test.txt,4760,4763,PER,"يزيد بن عبد الملك"
test.txt,4766,4769,PER,"هشام بن عبد الملك"
test.txt,4773,4774,LOC,"الدولة الاموية"
test.txt,4783,4784,LOC,"للدولة الأموية"
test.txt,4795,4795,PER,"الخوارج"
test.txt,4806,4806,PER,"الخارجين"
test.txt,4808,4808,PER,"العباسين"
test.txt,4811,4812,LOC,"الدولة الاموية"
test.txt,4821,4824,PER,"هشام بن عبد الملك"
test.txt,4840,4840,PER,"العباسين"
test.txt,4843,4844,LOC,"الدولة الإسلامية"
test.txt,4849,4850,LOC,"الولة الاموية"
test.txt,4859,4860,LOC,"وامبراطورية إسلامية"
test.txt,4871,4871,LOC,"الأندلس"
test.txt,4876,4884,PER,"عبد الرحمن بن معاوية بن هشام بن عبد الملك"
test.txt,4891,4891,LOC,"دمشق"
test.txt,4893,4893,PER,"العباسين"
test.txt,4898,4898,PER,"الامويين"
test.txt,4902,4903,LOC,"الدولة الاموية"
test.txt,4905,4905,LOC,"الاندلس"
test.txt,4916,4916,LOC,"أوروبا"
test.txt,4920,4921,LOC,"الدولة الاموية"
test.txt,4935,4936,LOC,"الدولة العباسية"
test.txt,4942,4943,LOC,"الدولة الإسلامية"
test.txt,4951,4951,PER,"الامويون"
test.txt,4958,4959,LOC,"دويلات إسلامية"
test.txt,4961,4961,LOC,"العراق"
test.txt,4962,4962,LOC,"والشام"
test.txt,4963,4964,LOC,"وشمال أفريقيا"
test.txt,4965,4965,LOC,"ومصر"
test.txt,4966,4966,LOC,"والحجاز"
test.txt,4973,4974,MIS,"نظام التشغيل"
test.txt,4975,4975,MIS,"سولاريس"
test.txt,4976,4976,MIS,"Solaris"
test.txt,4979,4980,MIS,"نظام تشغيل"
test.txt,4981,4981,MIS,"سولاريس"
test.txt,4982,4982,MIS,"Solaris"
test.txt,4987,4988,MIS,"أنظمة تشغيل"
test.txt,4991,4992,MIS,"نظام تشغيل"
test.txt,4993,4993,MIS,"UNIX"
test.txt,5003,5003,MIS,"يونكس"
test.txt,5017,5019,LOC,"الولايات المتحدة الأمريكية"
test.txt,5024,5025,ORG,"معامل بيل"
test.txt,5026,5027,MIS,"Bell Labs"
test.txt,5031,5033,MIS,"AT & T"
test.txt,5038,5038,MIS,"MITعلى"
test.txt,5040,5041,MIS,"نظام التشغيل"
test.txt,5042,5042,MIS,"MULTICS"
test.txt,5044,5047,MIS,"Multiplexed Information and Computing"
test.txt,5052,5055,MIS,"نظام المعلومات و الحسابات"
test.txt,5064,5065,MIS,"General Electrics"
test.txt,5072,5072,MIS,"Mainframe"
test.txt,5080,5081,MIS,"Mainframe Minicomputer"
test.txt,5098,5098,MIS,"terminals"
test.txt,5137,5138,MIS,"لنظام التشغيل"
test.txt,5251,5251,MIS,"Microcomputers"
test.txt,5253,5253,MIS,"Workstations"
test.txt,5316,5317,MIS,"انفصلتBell Labs"
test.txt,5320,5320,MIS,"MULTICS"
test.txt,5335,5335,ORG,"هانيويل"
test.txt,5336,5336,MIS,"HoneyWell"
test.txt,5346,5347,MIS,"General Electric"
test.txt,5352,5353,MIS,"نظام تشغيل"
test.txt,5354,5354,MIS,"MULTICS"
test.txt,5358,5358,MIS,"Honeywell"
test.txt,5373,5374,MIS,"Bell Labs"
test.txt,5375,5376,PER,"كين طومسون"
test.txt,5377,5378,MIS,"Ken Thompson"
test.txt,5387,5387,MIS,"MULTICS"
test.txt,5394,5394,MIS,"Assembler"
test.txt,5414,5414,MIS,"UNIX"
test.txt,5423,5426,MIS,"PDP - 7 mainframe"
test.txt,5433,5433,MIS,"UNIX"
test.txt,5436,5436,MIS,"MULTICS"
test.txt,5439,5439,MIS,"Multiplexed"
test.txt,5441,5441,MIS,"Uniplexed"
test.txt,5447,5447,PER,"طومسون"
test.txt,5454,5454,MIS,"UNICS"
test.txt,5456,5456,MIS,"UNIX"
test.txt,5461,5462,PER,"دينيس ريتشي"
test.txt,5463,5464,MIS,"Dennis Ritchieقد"
test.txt,5469,5470,MIS,"C compiler"
test.txt,5472,5472,MIS,"C"
test.txt,5475,5475,MIS,"بالمعالج"
test.txt,5476,5476,MIS,"Processor"
test.txt,5480,5482,MIS,"PDP - 11"
test.txt,5485,5486,PER,"دينيس ريتشي"
test.txt,5488,5489,PER,"كين طومسون"
